Pid,Lon,Lat,DisYear1,DisDOY1,DisYear2,DisDOY2
587,-106.8205984,41.08867667,0,0,0,0
588,-106.572426,40.96945162,2016,220,0,0
589,-106.6545035,41.22681493,0,0,0,0
590,-107.0672807,40.55283891,0,0,0,0
591,-107.2239841,40.55988599,0,0,0,0
592,-107.3464976,40.57648999,0,0,0,0
593,-107.2931487,40.87096114,0,0,0,0
594,-106.9501695,40.81835955,0,0,0,0
595,-106.3667957,41.21245506,0,0,0,0
596,-106.9394084,41.01859752,0,0,0,0
597,-106.5764559,41.26946873,0,0,0,0
598,-106.0826522,40.83741692,0,0,0,0
599,-106.5278799,40.77371343,0,0,0,0
600,-106.685315,41.45705958,0,0,0,0
601,-73.4941179,42.11177563,0,0,0,0
602,-73.51442958,42.23844548,0,0,0,0
603,-72.96776243,41.94580358,0,0,0,0
604,-72.81906521,42.39854666,0,0,0,0
605,-72.70268381,41.61309205,0,0,0,0
606,-73.76043428,42.18340208,0,0,0,0
607,-73.52761265,41.77422749,0,0,0,0
608,-73.18021642,41.65480159,0,0,0,0
609,-73.29620503,41.76675511,0,0,0,0
610,-73.34532338,41.79804552,0,0,0,0
611,-73.7004591,42.20920905,0,0,0,0
612,-72.78651342,41.95912408,0,0,0,0
613,-73.27104335,41.5159949,0,0,0,0
614,-72.89346599,42.19352544,0,0,0,0
615,-73.05536286,42.22784499,0,0,0,0
616,-73.7175496,42.1748518,0,0,0,0
617,-73.39161872,41.67570489,0,0,0,0
618,-72.51220379,42.09707722,0,0,0,0
619,-72.56720447,41.83109286,0,0,0,0
620,-73.28357764,42.25617166,0,0,0,0
621,-72.963444,42.34588708,0,0,0,0
622,-73.04323762,42.12948992,0,0,0,0
623,-72.68657977,42.1995935,0,0,0,0
624,-72.54422001,41.52954897,0,0,0,0
625,-73.69906729,41.52117695,0,0,0,0
626,-72.60323007,42.39357652,0,0,0,0
627,-73.0519068,41.84961266,0,0,0,0
628,-73.52342871,42.3973869,0,0,0,0
629,-73.49640053,42.02225393,0,0,0,0
630,-72.86114267,41.91709201,0,0,0,0
631,-73.0142789,41.60634447,0,0,0,0
632,-73.0215037,41.81822823,0,0,0,0
633,-72.50524193,42.17186848,0,0,0,0
634,-73.03586666,41.54342345,0,0,0,0
635,-73.66384271,41.68756949,0,0,0,0
636,-73.5717535,41.88772651,0,0,0,0
637,-73.66347391,41.55984695,0,0,0,0
638,-73.59433575,42.07938047,0,0,0,0
639,-72.90020957,42.09862216,0,0,0,0
640,-72.9509362,41.823063,0,0,0,0
641,-73.28839171,42.35175415,0,0,0,0
642,-73.5725565,42.07181599,0,0,0,0
643,-73.26846094,42.25263392,0,0,0,0
644,-72.74713528,41.63073867,0,0,0,0
645,-73.2691989,41.72562934,0,0,0,0
646,-72.80135458,41.76539943,0,0,0,0
647,-73.41106756,41.54008427,0,0,0,0
648,-72.95704069,41.62440034,0,0,0,0
649,-72.62614064,41.88577774,0,0,0,0
650,-73.50248921,42.42492253,0,0,0,0
651,-73.14559771,42.34187121,0,0,0,0
652,-73.64130531,41.93568797,0,0,0,0
653,-73.62498955,41.50497286,0,0,0,0
654,-73.71228806,41.61360761,0,0,0,0
655,-73.69406895,41.52296165,0,0,0,0
656,-72.97881421,41.47484396,0,0,0,0
657,-73.24463474,42.07018975,0,0,0,0
658,-72.94319319,42.11595264,0,0,0,0
659,-72.6720529,41.65607042,0,0,0,0
660,-72.77446957,42.2196805,0,0,0,0
661,-72.52195097,41.47993027,0,0,0,0
662,-72.77533337,41.51355567,0,0,0,0
663,-72.55289847,42.06420363,0,0,0,0
664,-72.81126017,42.08989687,0,0,0,0
665,-73.46032358,41.75841303,0,0,0,0
666,-72.84981947,41.72507944,0,0,0,0
667,-72.88628452,41.64339803,0,0,0,0
668,-72.77470809,41.84455139,0,0,0,0
669,-72.792152,42.33316045,0,0,0,0
670,-73.3719687,41.88817173,0,0,0,0
671,-73.10422537,42.39193507,0,0,0,0
672,-72.78060291,41.68341221,0,0,0,0
673,-73.04025533,41.78450324,0,0,0,0
674,-72.53766994,41.83401872,0,0,0,0
675,-73.55776593,42.21767931,0,0,0,0
676,-72.60310817,41.72303752,0,0,0,0
677,-72.80682903,41.71649844,0,0,0,0
678,-73.40908291,42.10042846,0,0,0,0
679,-72.94878951,42.39942591,0,0,0,0
680,-73.18979813,41.60602068,0,0,0,0
681,-73.62502548,41.6841614,0,0,0,0
682,-73.06659114,41.93247403,0,0,0,0
683,-72.52116955,41.72793764,0,0,0,0
684,-73.21547407,41.65800067,0,0,0,0
685,-73.00636714,42.10746144,0,0,0,0
686,-73.65219031,41.54346503,0,0,0,0
687,-73.52831999,41.87337002,0,0,0,0
688,-73.57050192,42.15793144,0,0,0,0
689,-73.73671225,42.18057895,0,0,0,0
690,-73.43993155,41.56389149,0,0,0,0
691,-73.48357963,42.07991568,0,0,0,0
692,-73.30846448,42.28997794,0,0,0,0
693,-73.62228028,41.51099442,0,0,0,0
694,-72.48086067,41.78226017,0,0,0,0
695,-73.12733545,41.46870202,0,0,0,0
696,-73.27084731,42.24632415,0,0,0,0
697,-73.46844744,41.62470024,0,0,0,0
698,-73.30925669,41.95188793,0,0,0,0
699,-73.2666591,41.85587667,0,0,0,0
700,-72.55298902,42.37971909,0,0,0,0
701,-73.13912947,41.87976654,0,0,0,0
702,-72.99168609,41.80933652,0,0,0,0
703,-73.78345685,41.95366622,0,0,0,0
704,-73.00224804,42.37394345,0,0,0,0
705,-72.76657535,41.9216027,0,0,0,0
706,-72.90997725,42.37861985,0,0,0,0
707,-73.10402358,41.60462184,0,0,0,0
708,-72.70580144,41.8422093,0,0,0,0
709,-72.52985032,41.74380555,2017,68,0,0
710,-73.38026035,41.8020178,0,0,0,0
711,-72.74449888,41.81468452,0,0,0,0
712,-73.42515072,41.50105653,0,0,0,0
713,-73.76404944,42.26931095,0,0,0,0
714,-73.66529481,41.97516518,0,0,0,0
715,-73.36543749,41.60984512,0,0,0,0
716,-73.38728499,41.94990157,0,0,0,0
717,-73.77103123,41.69358123,0,0,0,0
718,-73.56910603,42.26415936,0,0,0,0
719,-73.21033723,41.75583227,0,0,0,0
720,-72.79411609,41.52946515,0,0,0,0
721,-72.88168132,42.27045397,0,0,0,0
722,-72.84650405,42.00875718,0,0,0,0
723,-73.17135416,42.39424339,0,0,0,0
724,-72.56915557,42.20221098,0,0,0,0
725,-72.4941172,41.76748853,0,0,0,0
726,-72.57565247,41.567434,0,0,0,0
727,-73.17763501,42.09648342,0,0,0,0
728,-72.58065585,42.39765245,0,0,0,0
729,-73.29144272,41.54692441,0,0,0,0
730,-72.99480264,41.96918897,0,0,0,0
731,-73.06406956,41.53822413,0,0,0,0
732,-72.66989117,42.10376412,0,0,0,0
733,-73.41933594,41.75940842,0,0,0,0
734,-72.90067335,42.41360331,0,0,0,0
735,-72.9970727,41.92862636,0,0,0,0
736,-72.91994966,42.10480118,0,0,0,0
737,-73.37751531,42.1079579,0,0,0,0
738,-73.3643641,41.50071223,0,0,0,0
739,-73.54751567,41.70267674,0,0,0,0
740,-73.65376179,42.11368415,0,0,0,0
741,-73.41561581,41.81666777,0,0,0,0
742,-73.32030755,42.02901412,0,0,0,0
743,-73.08648841,41.86705837,0,0,0,0
744,-72.50279096,41.47917307,0,0,0,0
745,-73.75492331,41.83755226,0,0,0,0
746,-72.84386012,42.28162802,0,0,0,0
747,-72.6103664,41.60068944,0,0,0,0
748,-72.65786745,41.71192191,0,0,0,0
749,-73.62455448,42.33469331,0,0,0,0
750,-72.51909332,42.26446419,0,0,0,0
751,-73.20352984,42.14382056,0,0,0,0
752,-72.63390026,42.00900863,0,0,0,0
753,-72.65192882,41.90628239,0,0,0,0
754,-73.31623025,42.16708075,0,0,0,0
755,-72.96886291,41.61773002,0,0,0,0
756,-72.66191869,41.64648522,0,0,0,0
757,-73.75784546,42.17404036,0,0,0,0
758,-73.69096134,41.83699231,0,0,0,0
759,-73.28311296,42.3372628,0,0,0,0
760,-73.59696781,41.78250758,0,0,0,0
761,-73.74195674,42.10143525,0,0,0,0
762,-72.76556208,41.76980149,0,0,0,0
763,-73.35362162,42.14775288,0,0,0,0
764,-72.71969706,41.75814813,0,0,0,0
765,-73.55878215,42.05367009,0,0,0,0
766,-72.89595817,42.04535224,0,0,0,0
767,-72.62617584,42.22187709,0,0,0,0
768,-72.80035461,41.71635703,0,0,0,0
769,-73.49473764,41.63432957,0,0,0,0
770,-73.32798058,41.52662108,0,0,0,0
771,-73.31187562,41.93194398,0,0,0,0
772,-73.43014214,42.24929461,0,0,0,0
773,-73.34817536,41.84515585,0,0,0,0
774,-73.66908698,42.24736321,0,0,0,0
775,-73.19261833,42.03214192,0,0,0,0
776,-73.20075008,41.5968894,0,0,0,0
777,-73.75021581,42.02118868,0,0,0,0
778,-72.96408058,41.52155237,0,0,0,0
779,-73.70898291,42.07581191,0,0,0,0
780,-73.57130808,41.75437387,0,0,0,0
781,-72.89105637,41.85170935,0,0,0,0
782,-73.0474616,42.33416421,0,0,0,0
783,-73.78023166,42.03792307,0,0,0,0
784,-73.42064885,41.52966581,0,0,0,0
785,-73.28201751,42.38248417,0,0,0,0
786,-73.59435768,42.06367631,0,0,0,0
787,-73.68639819,42.20580501,0,0,0,0
788,-73.17536579,42.21143222,0,0,0,0
789,-73.29824646,42.0861488,0,0,0,0
790,-72.71886773,41.51847827,0,0,0,0
791,-73.08197887,41.93976239,0,0,0,0
792,-72.72390677,41.63744963,0,0,0,0
793,-73.17929893,42.09105784,0,0,0,0
794,-73.77055902,41.99229601,0,0,0,0
795,-73.79160521,41.50820763,0,0,0,0
796,-73.56273799,42.31019746,0,0,0,0
797,-73.29656113,42.3681891,0,0,0,0
798,-72.85083884,41.73544727,0,0,0,0
799,-73.58915714,41.52497736,0,0,0,0
800,-73.41307402,42.33190715,0,0,0,0
801,-72.94528591,41.79066276,0,0,0,0
802,-73.4028253,42.29521907,0,0,0,0
803,-73.37065699,41.75591597,0,0,0,0
804,-73.5878351,41.82601472,0,0,0,0
805,-73.26704406,42.39388973,0,0,0,0
806,-72.62124725,41.64059604,0,0,0,0
807,-72.63843096,41.45576969,0,0,0,0
808,-73.26972938,42.00741377,0,0,0,0
809,-72.89530015,42.09163052,0,0,0,0
810,-73.44680702,42.39146829,0,0,0,0
811,-72.52853814,42.2018769,0,0,0,0
812,-72.96969632,41.86061377,0,0,0,0
813,-73.51954529,41.84899353,0,0,0,0
814,-73.64020166,42.19358472,0,0,0,0
815,-73.04924599,41.78987463,0,0,0,0
816,-73.41775087,42.37996849,0,0,0,0
817,-73.70481754,41.51767958,0,0,0,0
818,-73.57214063,42.35009794,0,0,0,0
819,-73.72132755,42.11440425,0,0,0,0
820,-72.89805506,41.79044446,0,0,0,0
821,-72.7605386,41.93255135,0,0,0,0
822,-72.72777555,41.90533986,0,0,0,0
823,-73.43780874,42.06649423,0,0,0,0
824,-72.61997932,41.66910705,0,0,0,0
825,-72.98239619,42.15440274,0,0,0,0
826,-73.77366659,41.80487981,0,0,0,0
827,-73.34738721,41.53111899,0,0,0,0
828,-73.0820037,42.10874825,0,0,0,0
829,-72.97284842,41.6320781,0,0,0,0
830,-73.20935163,41.66138546,0,0,0,0
831,-72.7085031,42.30482171,0,0,0,0
832,-73.5916179,42.28655561,0,0,0,0
833,-72.50304384,42.01467706,0,0,0,0
834,-72.69856654,41.75093584,0,0,0,0
835,-73.34588339,41.79122338,0,0,0,0
836,-72.98385193,41.76353239,0,0,0,0
837,-73.37745322,42.4292734,0,0,0,0
838,-73.66465489,42.31573117,0,0,0,0
839,-73.11062646,41.6831427,0,0,0,0
840,-72.71506299,41.5992344,2016,194,0,0
841,-72.79222701,41.69414302,0,0,0,0
842,-72.55868126,41.49510363,0,0,0,0
843,-73.36104045,41.53374343,0,0,0,0
844,-73.26912973,42.21754174,0,0,0,0
845,-73.59191404,41.94000156,0,0,0,0
846,-73.35754734,41.66349643,0,0,0,0
847,-73.0613195,41.91979138,0,0,0,0
848,-73.06858719,41.82654151,0,0,0,0
849,-73.57979136,41.89217806,0,0,0,0
850,-73.64041079,41.7230058,0,0,0,0
851,-73.2531423,42.37432625,0,0,0,0
852,-72.69482945,41.94219047,0,0,0,0
853,-73.54007052,42.21457458,0,0,0,0
854,-73.12560167,42.10286091,0,0,0,0
855,-73.62453469,41.89921654,2015,102,0,0
856,-72.66006721,41.69473587,0,0,0,0
857,-72.77729619,42.02296654,2019,306,0,0
858,-73.04682518,41.93413416,0,0,0,0
859,-73.26682069,42.31005036,0,0,0,0
860,-73.13612329,42.2235592,0,0,0,0
861,-72.61440767,42.13719082,0,0,0,0
862,-72.59628684,41.98228032,0,0,0,0
863,-73.12595081,42.19836834,0,0,0,0
864,-73.08586651,42.17510544,0,0,0,0
865,-72.6063537,41.54817383,0,0,0,0
866,-73.03044652,41.85662978,0,0,0,0
867,-72.78313841,41.50540382,0,0,0,0
868,-72.92260471,41.82331657,0,0,0,0
869,-73.16423081,42.18872338,0,0,0,0
870,-73.49110435,42.33921881,0,0,0,0
871,-72.99768196,41.89518198,0,0,0,0
872,-73.54584125,42.00544118,0,0,0,0
873,-73.53397875,41.76053279,0,0,0,0
874,-72.66408437,41.67932401,0,0,0,0
875,-73.62218767,42.04889405,0,0,0,0
876,-72.94178962,41.87349172,2016,354,0,0
877,-73.20572139,42.23376789,0,0,0,0
878,-72.99666413,41.50454896,0,0,0,0
879,-72.81910918,41.92493055,0,0,0,0
880,-73.38480593,42.16693672,0,0,0,0
881,-73.72791713,42.21758344,0,0,0,0
882,-72.70554935,41.48986251,0,0,0,0
883,-73.30833378,41.75948229,0,0,0,0
884,-72.92552502,41.73505875,0,0,0,0
885,-72.61614793,41.77916277,0,0,0,0
886,-73.43549114,41.67321244,0,0,0,0
887,-72.47906279,41.85142208,0,0,0,0
888,-72.69128994,41.93184853,0,0,0,0
889,-72.7607638,41.56392537,0,0,0,0
890,-72.92171416,42.04470948,0,0,0,0
891,-73.06615882,42.1950612,0,0,0,0
892,-73.27473896,42.1600429,0,0,0,0
893,-72.72124176,41.53753821,0,0,0,0
894,-73.01198653,41.74169958,0,0,0,0
895,-72.77259363,41.58940746,0,0,0,0
896,-72.48471178,42.04998916,0,0,0,0
897,-72.75642963,41.80549482,0,0,0,0
898,-72.64975276,42.39485688,0,0,0,0
899,-73.16208473,41.5304209,0,0,0,0
900,-72.63821923,41.96369759,0,0,0,0
901,-69.5467118,45.16343913,0,0,0,0
902,-69.20613676,45.66143555,0,0,0,0
903,-69.80481276,45.36712701,0,0,0,0
904,-69.40419181,45.84918131,0,0,0,0
905,-69.82686866,45.98610914,0,0,0,0
906,-69.84084892,45.43604763,0,0,0,0
907,-69.37277047,45.37402033,0,0,0,0
908,-69.67353342,45.75719257,0,0,0,0
909,-70.13250528,45.48348474,0,0,0,0
910,-69.95055006,45.73611888,0,0,0,0
911,-68.91870631,45.25519175,0,0,0,0
912,-69.30079427,45.69124542,0,0,0,0
913,-69.35405611,45.36349322,0,0,0,0
914,-69.81976504,45.42534921,0,0,0,0
915,-70.24010051,45.09604598,0,0,0,0
916,-69.48229606,45.85250428,0,0,0,0
917,-70.22491192,45.45636945,0,0,0,0
918,-69.9141598,45.96495122,2019,175,0,0
919,-70.01035722,45.51131422,0,0,0,0
920,-69.64542289,45.21737002,0,0,0,0
921,-69.20412538,46.01069237,0,0,0,0
922,-69.40056771,45.72645795,0,0,0,0
923,-69.83457342,45.35061316,0,0,0,0
924,-69.86390058,45.20200571,0,0,0,0
925,-70.16837659,45.55258002,0,0,0,0
926,-70.02848505,45.06848067,0,0,0,0
927,-69.26910547,45.62926186,0,0,0,0
928,-70.15741686,45.78225108,0,0,0,0
929,-68.99378148,45.58602439,0,0,0,0
930,-69.68079678,45.89076067,0,0,0,0
931,-70.17331409,45.88867884,0,0,0,0
932,-69.47937506,45.78612834,0,0,0,0
933,-69.11366292,45.30664963,0,0,0,0
934,-69.79040954,45.44939422,0,0,0,0
935,-69.18526381,45.10031497,0,0,0,0
936,-69.28551984,45.29042469,0,0,0,0
937,-69.45056186,45.48693001,0,0,0,0
938,-69.75111774,45.60589511,0,0,0,0
939,-69.72963175,45.76640961,0,0,0,0
940,-69.67570701,45.30936021,0,0,0,0
941,-69.69096858,45.95604673,0,0,0,0
942,-69.97832679,45.94173343,0,0,0,0
943,-69.58052656,45.32707847,0,0,0,0
944,-70.22517119,45.69579073,0,0,0,0
945,-69.48700319,45.47914407,0,0,0,0
946,-70.21335273,45.75069985,0,0,0,0
947,-69.05727834,45.34939047,0,0,0,0
948,-69.07482284,45.69654253,0,0,0,0
949,-69.80160987,45.34189472,0,0,0,0
950,-68.91584756,45.0725263,0,0,0,0
951,-68.94164097,45.96859592,0,0,0,0
952,-68.89465037,45.59064085,0,0,0,0
953,-70.06478375,45.95372058,0,0,0,0
954,-70.26877583,45.33106367,0,0,0,0
955,-69.92405798,45.15068073,0,0,0,0
956,-69.79920268,45.96314852,0,0,0,0
957,-69.95110342,45.53586902,0,0,0,0
958,-69.22014168,45.50749456,0,0,0,0
959,-69.95871196,45.37342657,0,0,0,0
960,-69.65278864,45.75449246,0,0,0,0
961,-69.91329351,45.45564953,0,0,0,0
962,-69.79832029,45.85298683,0,0,0,0
963,-69.01453303,45.40535662,0,0,0,0
964,-70.25572904,45.3575642,0,0,0,0
965,-70.09365044,45.59383397,0,0,0,0
966,-69.73940562,45.893528,0,0,0,0
967,-69.1019294,45.63627045,0,0,0,0
968,-69.97787736,45.46083882,0,0,0,0
969,-68.96931206,45.73406466,0,0,0,0
970,-68.921494,45.23432447,0,0,0,0
971,-69.75789438,45.92778142,0,0,0,0
972,-68.8995304,45.80395713,0,0,0,0
973,-70.09871123,45.12400674,0,0,0,0
974,-69.21268014,45.40668232,0,0,0,0
975,-69.46528948,45.30989591,0,0,0,0
976,-69.40666171,45.25315935,0,0,0,0
977,-69.59721729,46.00171852,0,0,0,0
978,-69.97090833,45.63914573,0,0,0,0
979,-70.07201383,45.332767,2019,307,0,0
980,-69.39171778,45.91354482,0,0,0,0
981,-69.15488943,45.42903979,0,0,0,0
982,-69.34253473,45.80776066,0,0,0,0
983,-69.61447094,45.22361244,0,0,0,0
984,-68.95672676,45.22850244,0,0,0,0
985,-69.4507494,45.60467497,0,0,0,0
986,-69.96242152,45.65882682,0,0,0,0
987,-69.31859668,45.1052678,0,0,0,0
988,-69.83650229,46.03977524,0,0,0,0
989,-69.23050814,45.65903124,0,0,0,0
990,-68.88136004,45.57139583,2016,107,0,0
991,-69.89867185,45.43978393,0,0,0,0
992,-68.97391901,45.98206306,0,0,0,0
993,-69.30550951,45.91022638,0,0,0,0
994,-70.14152119,45.40214074,0,0,0,0
995,-69.93852037,45.83244504,0,0,0,0
996,-68.97001463,45.93378286,0,0,0,0
997,-69.61154611,46.00684159,0,0,0,0
998,-69.04340829,45.88814837,0,0,0,0
999,-69.18755773,45.54836852,0,0,0,0
1000,-70.24431351,45.19165562,0,0,0,0
1001,-69.19861692,45.2975486,0,0,0,0
1002,-69.32046174,45.91778976,2015,192,0,0
1003,-69.06443812,45.98704985,0,0,0,0
1004,-69.46433658,45.38899379,0,0,0,0
1005,-69.40206143,45.57622014,0,0,0,0
1006,-70.12245187,45.55842764,0,0,0,0
1007,-69.98211311,45.73854393,0,0,0,0
1008,-70.23074956,45.72628994,0,0,0,0
1009,-69.65132918,45.15545586,0,0,0,0
1010,-69.82170497,45.60529799,0,0,0,0
1011,-69.87218152,45.31171568,0,0,0,0
1012,-69.58656398,45.86729359,0,0,0,0
1013,-70.03115063,45.96275775,0,0,0,0
1014,-68.97127858,45.84739277,0,0,0,0
1015,-68.96252406,45.50152319,0,0,0,0
1016,-69.44914082,45.3996158,0,0,0,0
1017,-70.26703298,45.12068484,0,0,0,0
1018,-69.01461828,46.0113189,0,0,0,0
1019,-69.32438872,45.8895633,0,0,0,0
1020,-70.17580004,45.61420651,0,0,0,0
1021,-68.88349193,45.73073037,0,0,0,0
1022,-69.84400881,45.95936879,0,0,0,0
1023,-69.14494451,45.25432106,0,0,0,0
1024,-69.63341664,45.65640668,0,0,0,0
1025,-69.45522078,45.40586892,0,0,0,0
1026,-69.60900922,45.4921134,0,0,0,0
1027,-69.50941599,46.0466708,0,0,0,0
1028,-70.02988667,45.40602807,0,0,0,0
1029,-69.45776922,45.73829629,0,0,0,0
1030,-70.06565442,45.78453112,0,0,0,0
1031,-69.65514077,45.59643593,0,0,0,0
1032,-69.52461117,45.43717606,0,0,0,0
1033,-69.6283791,45.26100641,0,0,0,0
1034,-69.11078282,45.49926556,2015,209,0,0
1035,-68.88317118,46.02643635,0,0,0,0
1036,-68.9180415,45.27087699,0,0,0,0
1037,-69.23521438,45.78222629,0,0,0,0
1038,-69.99255972,45.23772273,0,0,0,0
1039,-70.22300115,45.36755452,0,0,0,0
1040,-70.01218128,45.45282582,0,0,0,0
1041,-69.47080415,45.66958578,0,0,0,0
1042,-69.40195988,45.98575704,2015,312,0,0
1043,-69.76097332,45.06680796,0,0,0,0
1044,-69.38622804,45.4004912,0,0,0,0
1045,-69.03103635,45.82562847,0,0,0,0
1046,-69.92983671,45.95642026,0,0,0,0
1047,-69.88124991,45.81063016,0,0,0,0
1048,-70.09474236,45.1584866,0,0,0,0
1049,-69.54106784,45.83597338,0,0,0,0
1050,-69.12961715,45.57949245,0,0,0,0
1051,-69.85243294,45.15400707,0,0,0,0
1052,-69.17681304,45.86027934,2019,305,0,0
1053,-69.66710209,45.60861432,0,0,0,0
1054,-69.50662283,45.44252663,0,0,0,0
1055,-68.8983827,45.46678941,0,0,0,0
1056,-69.3119426,45.39596735,0,0,0,0
1057,-68.92024819,45.78775657,0,0,0,0
1058,-70.14511834,45.6285307,0,0,0,0
1059,-69.0212659,45.26521959,0,0,0,0
1060,-70.18716967,45.128326,0,0,0,0
1061,-70.10592136,45.58384864,0,0,0,0
1062,-69.39681354,45.74913345,0,0,0,0
1063,-69.76090864,45.6164965,0,0,0,0
1064,-69.83360956,45.74623428,2015,280,0,0
1065,-69.16530116,45.78045762,0,0,0,0
1066,-69.86123457,45.91126231,0,0,0,0
1067,-69.4305311,45.88637325,0,0,0,0
1068,-69.63164336,45.56364154,0,0,0,0
1069,-69.87486893,45.96242811,0,0,0,0
1070,-69.11243286,45.139822,0,0,0,0
1071,-69.48266602,45.90392635,0,0,0,0
1072,-70.18624749,45.88699101,0,0,0,0
1073,-69.90189059,45.34187025,0,0,0,0
1074,-70.0356609,45.38283442,0,0,0,0
1075,-69.49521914,45.69742675,2016,107,0,0
1076,-70.00232759,45.95757327,0,0,0,0
1077,-69.59416452,46.04122347,0,0,0,0
1078,-69.25802815,45.68419314,0,0,0,0
1079,-68.94204691,45.27603584,0,0,0,0
1080,-69.21147532,45.61105594,0,0,0,0
1081,-70.17405613,45.9469283,0,0,0,0
1082,-68.96537727,45.25881983,0,0,0,0
1083,-68.91474018,45.40267417,0,0,0,0
1084,-69.42886887,45.60545543,0,0,0,0
1085,-68.93829617,45.52662957,0,0,0,0
1086,-69.81492113,45.5303226,0,0,0,0
1087,-69.01696871,45.43197067,0,0,0,0
1088,-70.27406569,45.40827052,0,0,0,0
1089,-69.60502453,45.86073265,0,0,0,0
1090,-70.06595439,45.25787982,0,0,0,0
1091,-69.84166933,45.85457553,0,0,0,0
1092,-70.03972237,45.64189723,0,0,0,0
1093,-69.45046564,45.8183354,0,0,0,0
1094,-69.35928851,45.78277176,0,0,0,0
1095,-69.79653224,46.03957902,0,0,0,0
1096,-70.19384637,45.13221981,0,0,0,0
1097,-70.21142694,45.53314065,0,0,0,0
1098,-70.20045003,45.5883922,0,0,0,0
1099,-70.17732015,45.5302436,0,0,0,0
1100,-70.2594901,45.71289327,0,0,0,0
1101,-68.91536789,45.72416195,0,0,0,0
1102,-69.247758,45.07920479,0,0,0,0
1103,-69.22535184,45.58505034,0,0,0,0
1104,-70.22596804,45.31021043,0,0,0,0
1105,-70.11004355,45.38698714,0,0,0,0
1106,-69.90764847,45.26528318,0,0,0,0
1107,-69.02811245,45.78300099,0,0,0,0
1108,-68.91756817,45.77179774,0,0,0,0
1109,-68.88750448,45.34583558,0,0,0,0
1110,-69.79712021,45.86662438,0,0,0,0
1111,-69.86393642,45.22815994,0,0,0,0
1112,-70.02181113,45.87955149,2015,144,0,0
1113,-69.23631276,45.11365565,0,0,0,0
1114,-69.27227951,45.34036437,0,0,0,0
1115,-70.02013054,45.91437608,0,0,0,0
1116,-69.66670672,45.21042263,0,0,0,0
1117,-70.2050223,45.12874855,0,0,0,0
1118,-69.36044221,45.49578164,0,0,0,0
1119,-69.18548009,45.65873515,0,0,0,0
1120,-69.070689,45.61681619,0,0,0,0
1121,-69.17849457,45.36106095,0,0,0,0
1122,-69.67424834,45.79330141,0,0,0,0
1123,-69.79786207,46.02004969,0,0,0,0
1124,-70.1910902,45.11289901,0,0,0,0
1125,-69.13030215,45.07165211,0,0,0,0
1126,-70.12404248,45.27919265,0,0,0,0
1127,-70.25863991,45.0714429,0,0,0,0
1128,-69.89328767,45.56818029,0,0,0,0
1129,-68.9585922,45.92508035,0,0,0,0
1130,-69.33476895,45.59397192,0,0,0,0
1131,-69.73524035,45.31862163,0,0,0,0
1132,-69.0787104,45.38897997,2019,155,0,0
1133,-69.33161413,45.19135575,0,0,0,0
1134,-69.42522184,45.30480358,0,0,0,0
1135,-69.66177004,45.4423473,0,0,0,0
1136,-68.93269222,45.78074976,0,0,0,0
1137,-69.12693903,45.72019183,0,0,0,0
1138,-70.25581459,45.22253718,0,0,0,0
1139,-70.08189526,45.66647842,0,0,0,0
1140,-69.60687912,45.97029547,0,0,0,0
1141,-69.46263869,45.19915238,0,0,0,0
1142,-69.86896692,45.61965505,0,0,0,0
1143,-69.66773044,45.87979481,0,0,0,0
1144,-69.72701531,46.0443394,2016,115,0,0
1145,-70.08289685,45.40441194,0,0,0,0
1146,-68.9447574,45.68750771,0,0,0,0
1147,-69.7758552,45.67858666,0,0,0,0
1148,-69.10699791,45.61704355,0,0,0,0
1149,-70.21966887,45.53707863,0,0,0,0
1150,-69.68733849,45.75383787,0,0,0,0
1151,-70.17247482,45.57472915,0,0,0,0
1152,-69.84616638,46.04160236,0,0,0,0
1153,-68.95410466,45.88237044,0,0,0,0
1154,-69.08264957,45.75249158,0,0,0,0
1155,-70.03071461,45.3144951,0,0,0,0
1156,-69.52742456,45.47870927,0,0,0,0
1157,-69.86230945,45.35841077,0,0,0,0
1158,-69.01461113,45.25997098,0,0,0,0
1159,-70.15691247,45.20759714,0,0,0,0
1160,-69.17733785,45.93503597,0,0,0,0
1161,-70.03104785,45.40020626,0,0,0,0
1162,-69.26939315,45.31048604,0,0,0,0
1163,-69.94995598,45.3568095,0,0,0,0
1164,-69.98628127,45.45185716,0,0,0,0
1165,-69.98345108,46.00903323,2020,215,0,0
1166,-68.91095532,45.85903723,0,0,0,0
1167,-69.74587783,45.72342677,0,0,0,0
1168,-69.38812133,45.4183846,0,0,0,0
1169,-70.21871606,45.83069978,0,0,0,0
1170,-69.96031926,45.97124974,0,0,0,0
1171,-69.05346443,45.08702863,0,0,0,0
1172,-69.63740331,45.84588419,0,0,0,0
1173,-70.26294825,45.07743887,0,0,0,0
1174,-69.62621892,45.44923585,0,0,0,0
1175,-69.12549841,45.80707968,0,0,0,0
1176,-69.05802681,45.54177279,0,0,0,0
1177,-69.85351485,45.34705114,0,0,0,0
1178,-69.9516959,45.7914982,0,0,0,0
1179,-69.11521947,45.93809838,0,0,0,0
1180,-69.66488604,45.50868258,0,0,0,0
1181,-69.57126319,45.83429925,0,0,0,0
1182,-70.02174137,45.73948207,0,0,0,0
1183,-70.0572333,45.08947692,0,0,0,0
1184,-69.00921553,45.74698447,0,0,0,0
